Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zprávy v aplikaci) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Fotky) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Fotky) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Fotky) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Fotky) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Fotky) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Fotky) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Videa) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Videa) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Videa) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Videa) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Videa) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Videa) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Nahrávky hlasu nebo zvuku) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Hudební soubory) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Hudební soubory) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Hudební soubory) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Hudební soubory) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Hudební soubory) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Analytika
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Komunikace vývojáře
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Prevence podvodů, zabezpečení a dodržování předpisů"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Reklama nebo marketing
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Personalizace
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Hudební soubory) / Proč se tato data sdílí? Vyberte všechny platné možnosti. / Správa účtu
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné zvukové soubory) / Jsou tato data shromažďována, sdílena, nebo obojí? / Shromažďováno"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Shromažďování a zpracování dat (Jiné zvukové soubory) / Jsou tato data shromažďována, sdílena, nebo obojí? / Sdíleno"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Shromažďování a zpracování dat (Jiné zvukové soubory) / Jsou tato data zpracovávána dočasně?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Jiné zvukové soubory) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Uživatelé mohou zvolit, zda se tato data budou shromažďovat"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Shromažďování a zpracování dat (Jiné zvukové soubory) / Jsou tato data pro aplikaci nezbytná, nebo uživatelé mohou zvolit, zda se budou shromažďovat? / Shromažďování dat je nezbytné (uživatelé shromažďování těchto dat nemohou vypnout)"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zvukové soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Funkce aplikace
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Shromažďování a zpracování dat (Jiné zvukové soubory) / Proč se tato data shromažďují? Vyberte všechny platné možnosti. / Analytika
